OG,FG,ABV,IBU,Color,BoilTime,BoilGravity,Efficiency,SugarScale,BrewMethod,PrimaryTemp,IsPils,SizeRatio
1.064,1.021,5.63,15.65,4.18,60,1.055,70.0,Specific Gravity,All Grain,20.0,False,1.1751651254953763
1.048,1.008,5.13,38.11,5.76,60,1.048,80.0,Specific Gravity,All Grain,20.0,False,1.0
1.068,1.015,6.96,54.01,5.03,60,1.051,85.0,Specific Gravity,All Grain,18.0,False,1.3333333333333333
1.077,1.014,8.32,36.5,50.0,60,1.0659999999999998,66.6,Specific Gravity,All Grain,18.0,False,1.1824999999999999
1.051,1.01,5.37,63.13,7.67,60,1.048,75.0,Specific Gravity,All Grain,19.0,False,1.07
1.043,1.01,4.32,44.77,36.32,60,1.033,70.0,Specific Gravity,All Grain,18.0,False,1.3043478260869565
1.05,1.011,5.0,34.88,8.94,60,1.036,65.0,Specific Gravity,All Grain,18.33,False,1.3635926993275695
1.051,1.012,5.1,18.78,11.73,90,1.04,70.0,Specific Gravity,All Grain,20.0,False,1.2728146013448607
1.057,1.013,5.74,24.53,3.76,60,1.042,80.0,Specific Gravity,BIAB,20.0,False,1.3635926993275695
1.0659999999999998,1.013,7.0,32.61,7.77,60,1.048,70.0,Specific Gravity,All Grain,20.0,False,1.3636363636363635
1.063,1.017,5.93,38.02,9.75,60,1.053,76.0,Specific Gravity,All Grain,18.33,False,1.1820365033621518
1.0490000000000002,1.011,4.98,25.49,3.5,60,1.036,70.0,Specific Gravity,All Grain,19.44,False,1.3635926993275695
1.085,1.024,8.0,38.25,6.3,90,1.043,65.0,Specific Gravity,All Grain,18.89,False,1.3497094558901215
1.075,1.014,7.99,28.88,9.09,60,1.058,35.0,Specific Gravity,extract,21.11,False,1.300052826201796
1.053,1.008,5.9,15.81,16.7,60,1.079,65.0,Specific Gravity,Partial Mash,21.11,False,0.6001056524035921
1.052,1.01,5.5,45.51,15.89,60,1.039,74.0,Specific Gravity,BIAB,19.0,False,1.3333333333333333
1.064,1.015,6.39,46.58,40.34,60,1.0490000000000002,70.0,Specific Gravity,All Grain,19.44,False,1.300052826201796
1.048,1.012,4.77,36.78,26.83,90,1.039,75.0,Specific Gravity,All Grain,20.0,False,1.2391304347826086
1.052,1.017,4.59,46.76,13.2,75,1.041,70.0,Specific Gravity,All Grain,16.67,False,1.2617675312199808
1.041,1.01,4.1,86.92,12.61,60,1.03,70.0,Specific Gravity,BIAB,18.0,False,1.4
1.042,1.007,4.57,31.29,10.61,60,1.034,70.0,Specific Gravity,BIAB,22.0,False,1.2127659574468086
1.067,1.013,7.07,27.14,4.52,75,1.041,75.0,Specific Gravity,BIAB,20.0,False,1.25
11.5499,1.06256,5.56,13.44,3.57,10,7.2,75.0,Plato,BIAB,20.0,False,1.625
1.092,1.018,9.73,66.01,50.0,90,1.065,65.0,Specific Gravity,BIAB,22.0,False,1.425
1.047,1.009,4.99,20.75,8.22,60,1.062,60.0,Specific Gravity,BIAB,24.0,False,0.75
1.053,1.014,5.13,31.56,5.01,60,1.041,75.0,Specific Gravity,All Grain,20.0,False,1.2954545454545454
1.062,1.015,6.13,48.09,16.16,60,1.0490000000000002,63.0,Specific Gravity,All Grain,21.11,False,1.2604501607717042
1.065,1.02,5.92,19.23,5.19,60,1.056,75.0,Specific Gravity,All Grain,19.44,False,1.1668868339938352
1.087,1.022,8.57,75.46,50.0,90,1.072,70.0,Specific Gravity,All Grain,18.33,False,1.1996830427892236
1.0659999999999998,1.015,6.82,77.3,11.94,60,1.081,72.0,Specific Gravity,All Grain,22.22,False,0.8179634966378483
1.052,1.011,5.36,29.0,6.63,60,1.024,75.0,Specific Gravity,BIAB,18.89,False,2.200845665961945
12.714,2.21492,5.61,27.21,10.61,80,11.9,70.0,Plato,All Grain,13.0,False,1.0714285714285714
1.051,1.009,5.5,39.14,5.3,60,1.044,80.0,Specific Gravity,All Grain,20.0,False,1.1521739130434783
1.043,1.011,4.21,39.79,6.06,60,1.035,70.0,Specific Gravity,All Grain,18.33,False,1.2268195413758725
1.072,1.024,6.28,47.82,35.8,60,1.056,80.0,Specific Gravity,BIAB,18.89,False,1.2858580775037745
1.0759999999999998,1.02,7.27,78.65,43.85,60,1.083,70.0,Specific Gravity,Partial Mash,21.11,False,0.909221902017291
1.053,1.009,5.76,46.29,7.45,60,1.044,70.0,Specific Gravity,All Grain,19.0,False,1.2
12.7877,2.81728,5.34,61.08,9.05,60,10.3,60.0,Plato,All Grain,14.44,False,1.2501100836635843
1.095,1.026,8.93,318.21,39.64,60,1.075,35.0,Specific Gravity,extract,19.44,False,1.2599049128367672
1.06,1.016,5.78,56.62,10.05,60,1.047,66.0,Specific Gravity,All Grain,18.89,False,1.2858580775037745
1.038,1.007,4.03,0.0,3.23,60,1.063,35.0,Specific Gravity,All Grain,20.0,False,0.6001056524035921
1.053,1.013,5.19,20.89,4.6,60,1.088,35.0,Specific Gravity,extract,21.11,False,0.6001056524035921
1.0590000000000002,1.012,6.24,58.09,6.71,60,1.046,70.0,Specific Gravity,All Grain,18.0,False,1.2904761904761906
1.068,1.013,7.27,122.97,25.59,45,1.068,10.0,Specific Gravity,extract,18.89,False,1.0
1.05,1.012,4.97,11.91,4.43,60,1.104,35.0,Specific Gravity,extract,20.0,False,0.4782608695652174
1.053,1.013,5.21,26.98,36.0,60,1.044,80.0,Specific Gravity,All Grain,19.0,False,1.2096774193548387
1.0490000000000002,1.01,5.2,97.08,5.15,60,1.038,65.0,Specific Gravity,All Grain,21.11,False,1.300052826201796
1.085,1.02,8.45,28.98,4.21,60,1.047,75.0,Specific Gravity,Partial Mash,18.89,False,0.7271853986551393
1.06,1.017,5.64,47.11,11.6,90,1.046,75.0,Specific Gravity,All Grain,22.22,False,1.300052826201796
1.067,1.021,6.09,32.31,9.21,60,1.134,35.0,Specific Gravity,extract,21.11,False,0.49973586899101957
1.058,1.009,6.41,27.67,19.57,60,1.053,35.0,Specific Gravity,extract,22.22,False,1.0907780979827089
13.313,2.84608,5.62,34.27,3.58,80,11.6,85.0,Plato,All Grain,20.0,False,1.15
1.058,1.015,5.71,34.54,4.42,60,1.04,72.0,Specific Gravity,BIAB,20.0,False,1.4450968878449792
1.087,1.021,8.67,76.64,11.23,120,1.056,55.0,Specific Gravity,All Grain,17.78,False,1.5379926859000408
1.07,1.017,6.97,73.88,6.48,60,1.046,60.0,Specific Gravity,All Grain,25.0,False,1.4997358689910196
1.063,1.0,8.21,0.0,5.58,1,1.063,100.0,Specific Gravity,All Grain,18.33,False,1.0
1.048,1.006,5.52,22.86,12.77,60,1.041,63.0,Specific Gravity,All Grain,22.22,False,1.1820365033621518
1.082,1.017,8.42,27.81,4.41,60,1.125,70.0,Specific Gravity,Partial Mash,21.11,False,0.6497622820919177
1.0659999999999998,1.011,7.29,34.12,5.92,75,1.044,73.0,Specific Gravity,All Grain,22.0,False,1.5
1.046,1.01,4.69,14.22,4.1,60,1.037,65.0,Specific Gravity,All Grain,18.89,False,1.2188859878154918
1.037,1.005,4.23,5.19,4.54,120,1.031,35.0,Specific Gravity,All Grain,24.44,False,1.1723446893787575
1.054,1.011,5.61,43.28,6.71,60,1.038,70.0,Specific Gravity,All Grain,18.0,False,1.425
1.033,1.008,3.27,39.98,5.75,60,1.025,35.0,Specific Gravity,All Grain,21.11,False,1.3179634966378482
1.113,1.019,12.37,68.14,41.2,120,1.087,68.0,Specific Gravity,All Grain,20.0,False,1.2551229508196722
1.044,1.006,4.88,12.67,2.98,60,1.038,80.0,Specific Gravity,All Grain,10.0,False,1.131578947368421
1.052,1.013,5.1,47.42,40.0,60,1.041,70.0,Specific Gravity,All Grain,12.78,False,1.25
1.084,1.015,9.12,22.46,29.55,60,1.056,70.0,Specific Gravity,All Grain,21.11,False,1.4997358689910196
1.073,1.015,7.57,30.15,50.0,60,1.056,55.0,Specific Gravity,All Grain,18.0,False,1.3125
1.063,1.015,6.32,16.1,5.0,60,1.053,75.0,Specific Gravity,All Grain,20.0,False,1.1820365033621518
1.044,1.011,4.45,38.25,39.77,60,1.044,85.0,Specific Gravity,All Grain,20.0,False,1.001899810018998
1.065,1.012,6.95,31.27,12.62,60,1.093,35.0,Specific Gravity,extract,20.56,False,0.6999471737982039
1.079,1.019,7.86,166.97,5.74,60,1.063,70.0,Specific Gravity,All Grain,20.0,False,1.2501100836635843
1.063,1.012,6.66,67.54,45.91,60,1.046,68.0,Specific Gravity,All Grain,20.0,False,1.3653846153846152
1.052,1.012,5.31,60.58,5.82,60,1.043,70.0,Specific Gravity,All Grain,20.56,False,1.2143396226415095
1.064,1.012,6.8,58.91,7.15,60,1.0590000000000002,30.0,Specific Gravity,extract,23.33,False,1.0907780979827089
1.054,1.011,5.58,54.99,8.2,60,1.047,73.0,Specific Gravity,All Grain,19.44,False,1.1364073006724305
1.06,1.016,5.8,20.86,8.14,60,1.05,75.0,Specific Gravity,All Grain,17.78,False,1.1996830427892236
1.044,1.01,4.37,25.75,6.71,60,1.038,70.0,Specific Gravity,All Grain,19.44,False,1.1538305222515748
1.081,1.016,8.55,20.1,4.19,60,1.06,75.0,Specific Gravity,BIAB,21.11,False,1.3635926993275695
1.048,1.011,4.97,58.23,6.99,90,1.034,60.0,Specific Gravity,All Grain,18.0,False,1.425
1.038,1.012,3.45,17.1,20.87,90,1.017,35.0,Specific Gravity,extract,20.0,False,2.2770448548812667
1.055,1.01,5.8,66.44,8.19,60,1.109,35.0,Specific Gravity,extract,18.33,False,0.49973586899101957
1.064,1.018,6.02,25.8,26.14,60,1.051,35.0,Specific Gravity,extract,18.89,False,1.250330250990753
1.048,1.009,5.0,49.83,10.38,60,1.037,69.0,Specific Gravity,All Grain,16.0,False,1.3
1.053,1.01,5.73,48.17,10.04,60,1.036,70.0,Specific Gravity,All Grain,20.0,False,1.4761904761904763
1.074,1.014,7.77,57.19,5.55,90,1.074,35.0,Specific Gravity,Partial Mash,20.0,False,1.0
1.061,1.015,6.01,60.24,3.63,75,1.051,72.0,Specific Gravity,All Grain,15.0,False,1.1818181818181819
1.05,1.007,5.61,23.08,4.28,60,1.034,70.0,Specific Gravity,All Grain,18.33,False,1.4997358689910196
1.089,1.016,9.65,117.54,9.26,90,1.075,75.0,Specific Gravity,BIAB,18.33,False,1.1996830427892236
1.051,1.013,4.96,25.28,10.58,60,1.046,75.0,Specific Gravity,All Grain,18.0,False,1.105263157894737
1.107,1.027,10.56,242.95,43.69,60,1.089,80.0,Specific Gravity,extract,18.33,False,1.1996830427892236
1.014,1.002,1.56,59.4,9.51,60,1.011,75.0,Specific Gravity,All Grain,20.0,False,1.3635926993275695
1.063,1.012,6.66,28.11,6.49,90,1.048,70.0,Specific Gravity,All Grain,20.0,False,1.3043478260869565
1.064,1.017,6.25,58.96,28.42,60,1.04,64.0,Specific Gravity,BIAB,21.11,False,1.6004228329809724
1.026,1.003,3.0,43.4,3.54,60,1.021,70.0,Specific Gravity,All Grain,26.67,False,1.25
1.048,1.014,4.51,28.32,9.34,90,1.033,83.0,Specific Gravity,All Grain,18.33,False,1.4543707973102786
1.057,1.01,6.21,43.67,8.61,60,1.051,70.0,Specific Gravity,All Grain,18.0,False,1.1194029850746268
1.06,1.015,5.9,24.96,23.94,60,1.05,84.0,Specific Gravity,All Grain,21.11,False,1.1996830427892236
1.053,1.012,5.35,42.22,12.92,60,1.043,75.0,Specific Gravity,All Grain,21.0,False,1.2391304347826086
1.081,1.019,8.18,98.8,50.0,120,1.0590000000000002,70.0,Specific Gravity,All Grain,20.0,False,1.3571428571428572
1.05,1.009,5.41,22.8,14.24,60,1.046,0.0,Specific Gravity,extract,21.11,False,1.0797675647120972
1.069,1.017,6.76,78.52,6.29,60,1.058,69.0,Specific Gravity,All Grain,17.0,False,1.1904761904761905
1.082,1.019,8.23,96.89,5.85,60,1.123,35.0,Specific Gravity,Partial Mash,25.56,False,0.6670581327069875
17.0788,4.2231,7.03,63.96,5.12,60,15.2,90.0,Plato,All Grain,19.0,False,1.1333333333333333
1.069,1.017,7.14,29.11,17.54,60,1.038,75.0,Specific Gravity,Partial Mash,17.22,False,0.6001056524035921
1.121,1.031,11.82,44.41,36.74,60,1.104,80.0,Specific Gravity,All Grain,12.22,False,1.1668868339938352
1.057,1.011,6.01,73.36,6.05,60,1.052,85.0,Specific Gravity,All Grain,21.11,False,1.0777979958995645
1.077,1.015,8.1,76.2,4.62,90,1.057,80.0,Specific Gravity,All Grain,16.67,False,1.2303941487200325
1.055,1.009,5.97,71.41,7.82,60,1.044,62.0,Specific Gravity,All Grain,20.0,False,1.24
1.062,1.017,5.83,33.02,6.09,60,1.062,80.0,Specific Gravity,All Grain,20.0,False,1.0
1.0490000000000002,1.011,4.93,25.74,26.04,60,1.043,72.0,Specific Gravity,All Grain,10.0,False,1.1428571428571428
1.09,1.023,8.76,154.67,26.52,60,1.067,70.0,Specific Gravity,BIAB,18.33,False,1.3333333333333333
1.054,1.01,5.73,70.05,14.0,75,1.045,70.0,Specific Gravity,BIAB,17.0,False,1.2093023255813953
1.06,1.015,5.87,94.87,5.33,60,1.047,70.0,Specific Gravity,All Grain,20.0,False,1.2728146013448607
1.048,1.009,5.09,44.72,5.42,60,1.021,55.0,Specific Gravity,BIAB,20.0,False,2.2981530343007917
1.072,1.02,6.8,56.98,13.13,60,1.057,70.0,Specific Gravity,All Grain,20.0,False,1.2576048671149536
1.057,1.011,6.05,34.73,5.97,60,1.042,69.0,Specific Gravity,All Grain,25.56,False,1.3635926993275695
1.08,1.013,8.7,97.59,8.21,60,1.063,62.0,Specific Gravity,All Grain,20.0,False,1.2728146013448607
1.06,1.015,5.89,66.58,5.54,60,1.05,76.0,Specific Gravity,All Grain,20.0,False,1.1956521739130435
1.057,1.019,5.0,48.29,8.57,60,1.095,35.0,Specific Gravity,Partial Mash,18.33,False,0.6001056524035921
1.092,1.02,10.3,38.61,5.32,90,1.054,72.0,Specific Gravity,All Grain,18.0,False,1.4
1.085,1.024,8.0,21.33,20.58,60,1.071,70.0,Specific Gravity,All Grain,18.0,False,1.1875
1.055,1.01,5.85,26.89,5.54,60,1.037,60.0,Specific Gravity,All Grain,21.11,False,1.5
1.073,1.017,7.34,53.65,7.72,60,1.063,80.0,Specific Gravity,All Grain,20.0,False,1.1668868339938352
1.043,1.008,4.59,31.01,2.86,60,1.072,35.0,Specific Gravity,extract,20.0,False,0.6001056524035921
1.057,1.013,5.83,58.97,6.0,60,1.0490000000000002,76.0,Specific Gravity,BIAB,25.0,False,1.1666666666666667
1.101,1.024,10.12,87.43,5.1,60,1.072,0.0,Specific Gravity,extract,20.0,False,1.4006342494714585
1.051,1.01,5.38,41.41,5.07,60,1.045,74.0,Specific Gravity,BIAB,20.0,False,1.1304547542489665
1.058,1.01,6.32,43.49,38.03,90,1.042,70.0,Specific Gravity,All Grain,20.0,False,1.380952380952381
1.051,1.014,4.88,26.5,14.48,60,1.044,78.0,Specific Gravity,BIAB,19.0,False,1.16
1.056,1.006,6.56,34.18,3.62,60,1.041,70.0,Specific Gravity,All Grain,19.0,False,1.35
1.051,1.01,5.41,32.68,30.12,60,1.019,75.0,Specific Gravity,All Grain,16.67,False,2.6850961538461537
1.064,1.019,5.88,33.68,14.31,60,1.037,55.0,Specific Gravity,All Grain,15.56,False,1.3327464788732395
1.087,1.024,8.3,17.07,50.0,60,1.062,70.0,Specific Gravity,All Grain,17.22,False,1.3998943475964079
1.051,1.009,5.47,35.56,13.37,80,1.044,75.0,Specific Gravity,All Grain,17.0,False,1.1538461538461537
1.0759999999999998,1.023,6.97,76.71,37.18,60,1.091,70.0,Specific Gravity,Partial Mash,22.0,False,0.8333333333333334
1.065,1.018,6.12,18.59,35.01,60,1.13,70.0,Specific Gravity,Partial Mash,18.89,False,0.5002201673271686
1.072,1.017,7.26,36.61,8.45,75,,70.0,Specific Gravity,All Grain,22.0,False,1.2608695652173914
1.083,1.021,8.15,29.5,11.79,90,1.065,75.0,Specific Gravity,All Grain,20.0,False,1.2907488986784141
1.052,1.007,5.86,18.13,3.5,90,1.043,70.0,Specific Gravity,All Grain,18.0,False,1.2
1.054,1.017,4.8,69.6,23.7,60,1.03,70.0,Specific Gravity,All Grain,20.0,False,1.8
1.046,1.006,5.21,8.5,3.84,60,1.039,35.0,Specific Gravity,extract,18.33,False,1.1996830427892236
1.056,1.011,5.87,68.99,7.87,60,1.04,75.0,Specific Gravity,All Grain,20.0,False,1.3998943475964079
1.055,1.013,5.56,34.73,31.19,60,1.041,75.0,Specific Gravity,All Grain,17.0,False,1.3571428571428572
1.054,1.013,5.46,20.88,5.72,90,1.044,60.0,Specific Gravity,All Grain,15.56,False,1.2363112391930835
1.073,1.025,6.32,45.58,44.74,60,1.061,72.0,Specific Gravity,All Grain,20.0,False,1.1875
1.05,1.013,4.79,29.85,5.95,60,1.041,70.0,Specific Gravity,BIAB,20.0,False,1.2
1.061,1.012,6.51,81.17,42.04,90,1.05,69.0,Specific Gravity,All Grain,19.0,False,1.225
1.036,1.011,3.29,20.39,15.42,60,1.029,70.0,Specific Gravity,All Grain,21.0,False,1.2501100836635843
1.052,1.012,5.15,62.71,7.48,90,1.047,80.0,Specific Gravity,All Grain,22.0,False,1.1090909090909091
1.095,1.02,9.93,37.0,36.85,60,1.088,65.0,Specific Gravity,All Grain,21.11,False,1.0907780979827089
1.048,1.013,4.54,42.98,15.67,60,1.036,70.0,Specific Gravity,BIAB,19.0,False,1.3184079601990049
1.0490000000000002,1.011,4.98,30.9,3.38,90,1.042,75.0,Specific Gravity,All Grain,15.0,False,1.1875
1.045,1.013,4.29,13.45,12.84,90,1.033,90.0,Specific Gravity,BIAB,20.0,False,1.3818443804034581
1.05,1.013,5.03,31.94,6.64,60,1.04,65.0,Specific Gravity,BIAB,20.0,False,1.2728146013448607
1.061,1.013,6.25,39.3,4.93,60,1.052,70.0,Specific Gravity,All Grain,32.22,False,1.1820365033621518
1.075,1.024,6.64,119.74,40.0,60,1.137,70.0,Specific Gravity,Partial Mash,18.33,False,0.5456292026897214
1.06,1.017,5.64,70.69,14.09,60,1.04,65.0,Specific Gravity,BIAB,18.0,False,1.5
16.6358,3.93611,6.92,45.35,43.57,60,14.0,75.0,Plato,All Grain,19.0,False,1.2
1.05,1.012,4.9,15.0,3.49,70,1.042,75.0,Specific Gravity,All Grain,22.0,False,1.1875
1.062,1.013,6.39,88.15,5.92,60,1.041,75.0,Specific Gravity,All Grain,20.0,False,1.5
1.068,1.017,6.69,43.88,36.78,60,1.053,65.0,Specific Gravity,All Grain,18.33,False,1.2858580775037745
1.123,1.031,12.11,116.32,50.0,90,1.08,70.0,Specific Gravity,All Grain,20.0,False,1.5456292026897214
1.061,1.011,6.66,28.54,4.67,90,1.045,65.0,Specific Gravity,All Grain,20.0,False,1.3635926993275695
1.046,1.009,4.93,52.79,4.89,60,1.035,72.0,Specific Gravity,All Grain,18.0,False,1.32
18.2352,4.17546,8.18,126.36,6.11,30,16.2,75.0,Plato,Partial Mash,21.11,False,1.1304547542489665
1.056,1.015,5.46,20.43,10.22,60,1.047,75.0,Specific Gravity,All Grain,18.0,False,1.2
1.04,1.013,3.58,16.0,13.98,60,1.03,85.0,Specific Gravity,All Grain,18.0,False,1.3541666666666667
1.112,1.039,9.55,57.93,40.0,60,,70.0,Specific Gravity,All Grain,21.11,False,1.2385505787619526
1.042,1.012,3.89,20.78,25.51,60,1.035,70.0,Specific Gravity,All Grain,20.0,False,1.2
1.057,1.014,5.58,45.97,4.55,60,1.046,75.0,Specific Gravity,All Grain,20.0,False,1.2391304347826086
1.085,1.022,8.3,92.98,7.23,60,1.061,70.0,Specific Gravity,All Grain,20.0,False,1.3998943475964079
1.05,1.009,5.34,32.0,6.15,45,1.04,80.0,Specific Gravity,BIAB,18.33,False,1.233377366798767
1.052,1.012,5.25,28.59,3.39,90,1.052,70.0,Specific Gravity,All Grain,16.0,False,1.0
1.052,1.012,5.33,39.4,5.38,40,1.047,95.0,Specific Gravity,All Grain,18.0,False,1.1199999999999999
1.054,1.015,5.06,27.54,15.96,60,1.045,70.0,Specific Gravity,All Grain,20.56,False,1.2
1.073,1.012,8.07,105.6,10.55,60,1.058,70.0,Specific Gravity,BIAB,18.0,False,1.2727272727272727
1.064,1.018,6.07,39.17,32.4,60,1.046,73.0,Specific Gravity,All Grain,20.0,False,1.3909049150206707
1.0759999999999998,1.014,8.09,74.54,27.24,60,1.061,75.0,Specific Gravity,All Grain,18.89,False,1.2501100836635843
1.063,1.017,6.0,199.32,3.64,90,1.055,80.0,Specific Gravity,All Grain,20.56,False,1.1364073006724305
1.068,1.023,5.94,44.89,40.0,60,1.05,75.0,Specific Gravity,All Grain,20.0,False,1.3635926993275695
1.058,1.014,5.82,0.0,7.22,90,1.106,35.0,Specific Gravity,extract,22.78,False,0.5456292026897214
1.053,1.008,5.85,35.17,9.12,60,1.048,82.0,Specific Gravity,All Grain,11.11,False,1.0937534397358284
1.094,1.021,9.55,87.29,50.0,60,1.063,70.0,Specific Gravity,All Grain,-7.22,False,1.4997358689910196
1.048,1.011,4.83,34.63,19.88,60,1.034,70.0,Specific Gravity,All Grain,19.44,False,1.3998943475964079
1.054,1.01,5.79,36.63,7.69,60,1.038,68.0,Specific Gravity,BIAB,20.0,False,1.4285714285714286
1.112,1.023,11.74,41.9,22.65,60,1.112,35.0,Specific Gravity,extract,20.0,False,1.0
1.05,1.009,5.28,39.19,5.85,60,1.036,70.0,Specific Gravity,BIAB,20.0,False,1.3635926993275695
1.0659999999999998,1.019,6.11,28.56,4.45,60,1.06,80.0,Specific Gravity,All Grain,21.0,False,1.0952380952380953
1.062,1.011,6.67,65.56,4.17,60,1.0590000000000002,80.0,Specific Gravity,All Grain,18.89,False,1.055474024068095
1.044,1.004,5.3,17.25,3.47,90,1.038,70.0,Specific Gravity,All Grain,23.33,False,1.1515369836695484
1.037,1.012,3.35,24.55,17.28,60,1.027,70.0,Specific Gravity,All Grain,20.0,False,1.3635926993275695
1.046,1.008,4.93,24.71,3.94,75,1.041,65.0,Specific Gravity,All Grain,17.0,False,1.125
1.058,1.016,5.42,43.12,17.78,60,1.05,73.0,Specific Gravity,All Grain,20.0,False,1.158981748318924
1.072,1.013,7.66,25.02,6.24,60,1.051,70.0,Specific Gravity,All Grain,23.89,False,1.4000960614793467
1.051,1.01,5.38,24.02,14.15,60,1.043,70.0,Specific Gravity,BIAB,18.33,False,1.1820365033621518
1.062,1.016,6.04,24.6,32.16,90,1.0490000000000002,65.0,Specific Gravity,All Grain,20.0,False,1.28
1.052,1.014,5.0,14.53,4.3,90,1.043,54.0,Specific Gravity,All Grain,20.0,False,1.1996830427892236
1.075,1.019,7.34,27.54,15.4,60,1.052,80.0,Specific Gravity,BIAB,28.0,False,1.4375
1.048,1.009,5.06,36.32,6.07,60,1.035,70.0,Specific Gravity,All Grain,20.56,False,1.3635926993275695
1.077,1.016,8.05,97.36,10.06,60,1.057,66.0,Specific Gravity,All Grain,20.0,False,1.3635926993275695
1.06,1.011,6.43,52.34,12.13,75,1.06,73.0,Specific Gravity,BIAB,20.0,False,1.0
1.063,1.014,6.35,40.99,9.56,60,1.0490000000000002,85.0,Specific Gravity,All Grain,16.11,False,1.2728146013448607
1.056,1.01,6.09,39.7,5.93,90,1.043,86.0,Specific Gravity,All Grain,18.33,False,1.3266964648516864
1.109,1.02,11.62,101.86,8.63,60,1.081,65.0,Specific Gravity,All Grain,17.78,False,1.3336688475088072
1.056,1.011,5.97,32.16,14.22,60,1.107,70.0,Specific Gravity,Partial Mash,25.0,False,0.5238095238095238
1.06,1.017,5.69,24.86,20.17,60,1.05,70.0,Specific Gravity,All Grain,18.33,False,1.21213576689081
1.053,1.011,5.46,16.24,3.47,90,1.043,80.0,Specific Gravity,All Grain,21.0,False,1.2380952380952381
1.052,1.012,5.2,31.8,12.18,60,1.044,75.0,Specific Gravity,All Grain,20.0,False,1.1820365033621518
1.057,1.016,5.46,38.94,3.23,90,1.04,80.0,Specific Gravity,All Grain,10.0,False,1.4267740312028183
1.058,1.015,5.62,42.47,6.61,60,1.036,70.0,Specific Gravity,All Grain,18.0,False,1.6
1.065,1.012,6.93,30.22,4.58,60,1.048,70.0,Specific Gravity,All Grain,23.89,False,1.3635926993275695
1.093,1.023,9.16,134.91,13.04,90,1.062,70.0,Specific Gravity,All Grain,20.0,False,1.4947368421052631
1.053,1.012,5.39,47.99,3.22,60,1.043,79.0,Specific Gravity,BIAB,15.56,False,1.2347266881028938
1.052,1.013,5.05,38.09,45.65,60,1.047,61.0,Specific Gravity,BIAB,21.11,False,1.0972938144329898
1.054,1.015,5.03,17.74,4.69,60,1.045,65.0,Specific Gravity,All Grain,10.0,False,1.1842105263157896
1.06,1.015,5.92,43.63,5.42,90,1.06,70.0,Specific Gravity,All Grain,18.0,False,1.0057
1.092,1.026,8.63,26.86,15.98,90,1.079,70.0,Specific Gravity,All Grain,10.0,False,1.1561829288426615
1.065,1.016,6.33,65.77,18.15,60,1.055,35.0,Specific Gravity,Partial Mash,20.0,False,1.1820365033621518
1.065,1.01,7.18,29.56,6.18,90,1.054,75.0,Specific Gravity,All Grain,20.0,False,1.2
1.058,1.015,5.69,36.24,31.4,90,1.041,70.0,Specific Gravity,All Grain,20.0,False,1.4286792452830188
1.071,1.016,7.3,58.43,5.75,60,1.089,35.0,Specific Gravity,extract,21.67,False,0.7997886951928157
12.7629,2.62,5.43,67.12,5.71,90,11.4,70.0,Plato,All Grain,20.0,False,1.12
1.044,1.013,4.05,36.21,48.95,60,1.033,35.0,Specific Gravity,BIAB,20.0,False,1.3333333333333333
1.07,1.018,6.74,19.9,16.95,90,1.051,80.0,Specific Gravity,BIAB,18.33,False,1.3635926993275695
1.057,1.01,6.1,48.26,11.33,60,1.046,70.0,Specific Gravity,All Grain,20.0,False,1.2303941487200325
1.061,1.012,6.48,61.03,3.61,90,1.051,70.0,Specific Gravity,BIAB,23.0,False,1.2
1.0590000000000002,1.01,6.5,55.69,7.45,60,1.0490000000000002,70.0,Specific Gravity,All Grain,18.0,False,1.2222222222222223
1.039,1.009,3.95,7.62,3.22,60,1.03,75.0,Specific Gravity,All Grain,20.0,False,1.300052826201796
1.084,1.028,7.34,75.45,8.75,60,1.063,70.0,Specific Gravity,All Grain,20.0,False,1.3333333333333333
1.055,1.012,5.71,43.03,11.77,60,1.047,84.0,Specific Gravity,All Grain,18.0,False,1.173913043478261
1.078,1.016,8.05,104.25,8.12,60,1.068,70.0,Specific Gravity,All Grain,20.0,False,1.1364073006724305
1.047,1.011,4.83,25.99,11.06,60,1.032,65.0,Specific Gravity,All Grain,21.11,False,1.4997358689910196
1.053,1.014,5.06,41.97,13.57,60,1.039,65.0,Specific Gravity,All Grain,18.33,False,1.3635926993275695
1.064,1.013,6.66,80.82,4.08,90,1.053,75.0,Specific Gravity,All Grain,20.0,False,1.2
1.0590000000000002,1.01,6.34,37.2,4.5,60,1.039,65.0,Specific Gravity,All Grain,22.78,False,1.4997358689910196
1.047,1.014,4.32,61.9,3.9,60,1.037,70.0,Specific Gravity,All Grain,18.89,False,1.2728146013448607
1.051,1.017,4.64,35.07,11.35,60,1.04,70.0,Specific Gravity,All Grain,18.33,False,1.2728146013448607
1.055,1.013,5.45,38.44,3.17,90,1.046,80.0,Specific Gravity,BIAB,17.0,False,1.2
1.04,1.009,4.11,16.34,2.1,60,1.134,50.0,Specific Gravity,extract,18.33,False,0.3000528262017961
1.056,1.014,5.46,31.65,31.26,60,1.052,75.0,Specific Gravity,All Grain,-17.78,False,1.0770168664905506
1.062,1.018,5.69,66.34,8.03,60,1.041,70.0,Specific Gravity,BIAB,20.0,False,1.4997358689910196
1.069,1.016,6.9,64.21,11.89,60,1.038,70.0,Specific Gravity,All Grain,22.22,False,1.800211416490486
