OG,FG,ABV,IBU,Color,BoilTime,BoilGravity,Efficiency,SugarScale,BrewMethod,PrimaryTemp,IsPils,SizeRatio
1.048,1.009,5.18,10.26,3.41,60,1.08,35.0,Specific Gravity,extract,10.0,True,0.6001056524035921
1.06,1.018,5.55,34.4,3.45,75,1.046,75.0,Specific Gravity,All Grain,12.0,True,1.3043478260869565
1.062,1.016,6.01,76.55,4.42,60,1.052,75.0,Specific Gravity,All Grain,10.0,True,1.1996830427892236
1.052,1.01,5.49,35.86,3.73,90,1.043,75.0,Specific Gravity,All Grain,10.0,True,1.2
1.045,1.01,4.58,53.6,6.65,60,1.034,75.0,Specific Gravity,All Grain,19.0,True,1.3
10.8606,1.88377,4.76,38.86,5.69,90,10.9,69.0,Plato,All Grain,20.0,True,1.0
1.099,1.027,9.39,55.56,46.39,60,1.064,75.0,Specific Gravity,All Grain,25.0,True,1.4333333333333333
1.047,1.012,4.59,36.2,3.62,90,1.035,65.0,Specific Gravity,All Grain,18.33,True,1.3635926993275695
1.053,1.017,4.64,42.29,4.22,90,1.039,77.0,Specific Gravity,All Grain,17.22,True,1.3635926993275695
1.047,1.011,4.72,34.14,3.12,60,1.034,80.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.0490000000000002,1.012,4.85,30.92,3.57,90,1.04,75.0,Specific Gravity,All Grain,10.0,True,1.2295365959289737
1.088,1.019,9.04,48.7,18.67,60,1.073,65.0,Specific Gravity,BIAB,18.89,True,1.1996830427892236
1.041,1.006,4.55,33.38,4.96,60,1.026,55.0,Specific Gravity,BIAB,12.78,True,1.5995773903856314
1.05,1.011,5.02,36.52,3.98,60,1.046,100.0,Specific Gravity,extract,15.0,True,1.0769230769230769
1.056,1.017,5.09,38.47,32.35,60,1.05,68.0,Specific Gravity,All Grain,20.0,True,1.1250550418317922
1.0490000000000002,1.008,5.34,31.08,3.34,60,1.042,70.0,Specific Gravity,All Grain,10.0,True,1.1666666666666667
1.052,1.012,5.26,32.34,3.12,90,1.044,77.0,Specific Gravity,All Grain,10.0,True,1.1739030553641168
1.0490000000000002,1.011,4.97,40.04,3.29,90,1.044,75.0,Specific Gravity,All Grain,9.0,True,1.108695652173913
11.7198,1.88994,5.23,37.63,2.84,90,10.9,90.0,Plato,All Grain,12.0,True,1.2380952380952381
1.046,1.01,4.73,30.16,4.67,60,1.092,35.0,Specific Gravity,extract,8.89,True,0.49973586899101957
1.047,1.01,4.83,39.86,2.89,90,1.034,75.0,Specific Gravity,All Grain,8.89,True,1.3635926993275695
1.044,1.011,4.26,33.77,3.29,90,1.055,67.0,Specific Gravity,BIAB,11.0,True,0.7894736842105263
1.062,1.014,6.31,37.93,4.07,60,1.041,70.0,Specific Gravity,All Grain,-10.56,True,1.4997358689910196
1.056,1.017,5.17,38.84,4.44,60,1.039,70.0,Specific Gravity,All Grain,10.0,True,1.4444444444444444
1.052,1.01,5.48,36.38,5.08,90,1.046,70.0,Specific Gravity,All Grain,12.0,True,1.14
1.042,1.009,4.32,38.57,4.16,70,1.027,50.0,Specific Gravity,BIAB,11.0,True,1.5238095238095237
1.052,1.016,4.72,26.39,3.47,60,1.043,68.0,Specific Gravity,All Grain,18.0,True,1.21875
1.055,1.011,5.76,35.98,4.06,120,1.039,64.0,Specific Gravity,All Grain,10.0,True,1.3998943475964079
1.047,1.008,5.04,30.15,3.75,60,1.031,60.0,Specific Gravity,BIAB,6.67,True,1.5006605019815058
1.0590000000000002,1.014,5.86,24.5,4.22,60,1.043,75.0,Specific Gravity,All Grain,11.11,True,1.3635926993275695
1.0659999999999998,1.012,7.1,28.56,9.96,75,1.088,70.0,Specific Gravity,All Grain,21.11,True,0.7503302509907529
1.118,1.012,13.98,0.0,0.0,30,1.216,35.0,Specific Gravity,extract,20.0,True,0.5480769230769231
1.05,1.01,5.16,36.86,4.43,90,1.04,75.0,Specific Gravity,All Grain,14.44,True,1.2501100836635843
1.039,1.006,4.21,38.3,2.8,60,1.033,70.0,Specific Gravity,All Grain,15.56,True,1.1666079605494892
1.052,1.009,5.65,25.43,25.36,60,1.048,75.0,Specific Gravity,All Grain,9.0,True,1.0909090909090908
1.058,1.006,6.8,0.0,2.1,60,1.096,35.0,Specific Gravity,extract,21.11,True,0.6001056524035921
1.055,1.012,5.68,29.12,3.11,60,1.035,70.0,Specific Gravity,All Grain,12.0,True,1.6
1.0490000000000002,1.008,5.37,29.04,4.23,60,1.038,70.0,Specific Gravity,All Grain,10.0,True,1.2916666666666667
1.05,1.009,5.42,21.45,6.01,60,1.041,70.0,Specific Gravity,BIAB,23.0,True,1.2173913043478262
1.053,1.015,4.99,36.44,3.42,90,1.043,90.0,Specific Gravity,All Grain,11.67,True,1.2303941487200325
1.054,1.016,4.97,17.04,2.49,30,1.029,35.0,Specific Gravity,Partial Mash,21.67,True,0.5456292026897214
1.043,1.01,4.38,30.38,2.92,70,1.034,75.0,Specific Gravity,All Grain,18.0,True,1.2608695652173914
1.052,1.014,4.88,42.54,2.77,60,1.035,35.0,Specific Gravity,extract,10.0,True,1.4617886178861788
1.104,1.062,5.62,20.76,8.1,60,1.07,70.0,Specific Gravity,All Grain,20.0,True,1.4997358689910196
1.05,1.007,5.69,39.31,4.28,90,1.04,63.0,Specific Gravity,All Grain,12.0,True,1.2380952380952381
1.078,1.013,8.55,21.56,4.71,60,1.072,75.0,Specific Gravity,All Grain,20.0,True,1.0869565217391304
1.051,1.015,4.71,33.45,3.08,90,1.034,75.0,Specific Gravity,All Grain,15.56,True,1.4997358689910196
1.048,1.008,5.18,31.88,3.41,90,1.05,60.0,Specific Gravity,All Grain,20.0,True,0.9466666666666667
1.048,1.013,4.69,55.31,5.12,90,1.035,72.0,Specific Gravity,BIAB,12.0,True,1.4
1.05,1.012,5.01,38.97,5.9,60,1.042,60.0,Specific Gravity,BIAB,18.0,True,1.2
11.9283,2.0953,5.24,44.91,3.57,90,10.2,75.0,Plato,All Grain,11.11,True,1.1817963496637849
1.052,1.008,5.74,40.64,3.76,60,1.036,82.0,Specific Gravity,All Grain,12.0,True,1.434782608695652
1.051,1.007,5.73,46.17,3.37,60,1.038,80.0,Specific Gravity,BIAB,12.78,True,1.3327464788732395
1.0490000000000002,1.013,4.82,32.38,3.97,60,1.072,35.0,Specific Gravity,BIAB,10.0,True,0.6818181818181818
1.083,1.02,8.21,17.89,6.56,90,1.065,50.0,Specific Gravity,All Grain,12.22,True,1.2728146013448607
1.056,1.016,5.2,36.01,5.86,60,1.04,70.0,Specific Gravity,BIAB,11.11,True,1.4006342494714585
1.048,1.007,5.33,36.31,3.47,90,1.041,70.0,Specific Gravity,All Grain,10.0,True,1.16
1.054,1.012,5.5,42.23,41.1,60,1.038,66.0,Specific Gravity,All Grain,28.0,True,1.42
1.062,1.015,6.24,41.49,4.23,60,1.053,70.0,Specific Gravity,All Grain,10.0,True,1.1820365033621518
1.0590000000000002,1.014,5.79,46.8,7.07,60,1.045,60.0,Specific Gravity,All Grain,18.0,True,1.315
1.032,1.005,3.49,10.98,13.03,60,1.03,70.0,Specific Gravity,BIAB,16.0,True,1.08
1.053,1.01,5.63,43.2,3.29,60,1.039,79.0,Specific Gravity,All Grain,-17.78,True,1.3333333333333333
1.05,1.012,5.1,43.04,4.97,90,1.036,75.0,Specific Gravity,All Grain,10.0,True,1.411764705882353
11.9717,2.22617,5.19,41.17,3.05,90,10.0,71.0,Plato,All Grain,14.0,True,1.2
1.071,1.016,7.17,45.39,6.95,60,1.052,70.0,Specific Gravity,All Grain,18.89,True,1.3635926993275695
1.052,1.008,5.7,28.76,3.5,60,1.037,75.0,Specific Gravity,All Grain,12.0,True,1.391304347826087
1.056,1.022,4.53,28.07,6.77,60,1.052,70.0,Specific Gravity,All Grain,14.0,True,1.0909090909090908
1.062,1.01,6.77,36.57,16.89,60,1.056,64.0,Specific Gravity,All Grain,20.0,True,1.1
1.05,1.011,5.15,36.64,3.39,60,1.044,76.0,Specific Gravity,All Grain,10.0,True,1.1304847231794164
1.051,1.013,5.1,31.16,4.9,60,1.048,72.0,Specific Gravity,Partial Mash,15.56,True,0.7197802197802198
1.044,1.007,4.81,40.68,4.72,90,1.034,70.0,Specific Gravity,BIAB,15.0,True,1.288888888888889
11.4774,2.0133400000000004,5.03,31.09,3.09,90,10.4,83.0,Plato,All Grain,20.0,True,1.1111111111111112
1.05,1.011,5.02,25.83,3.17,90,1.038,75.0,Specific Gravity,All Grain,10.0,True,1.300052826201796
1.048,1.012,4.62,32.77,2.93,90,1.035,75.0,Specific Gravity,All Grain,9.0,True,1.35
1.0490000000000002,1.01,5.06,30.14,3.68,60,1.032,73.0,Specific Gravity,All Grain,9.0,True,1.5384615384615385
1.054,1.014,5.23,39.92,2.89,60,1.043,87.0,Specific Gravity,All Grain,10.0,True,1.2728146013448607
1.0490000000000002,1.013,4.72,32.49,5.15,60,1.09,35.0,Specific Gravity,Partial Mash,10.56,True,0.5456292026897214
1.053,1.008,5.9,33.74,5.65,60,1.039,75.0,Specific Gravity,BIAB,11.11,True,1.3635926993275695
1.045,1.006,5.04,18.86,5.82,60,1.033,70.0,Specific Gravity,All Grain,8.89,True,1.3635926993275695
1.044,1.007,4.86,41.5,5.03,90,1.036,68.0,Specific Gravity,BIAB,20.0,True,1.2
1.06,1.011,6.41,13.83,5.85,60,1.058,80.0,Specific Gravity,All Grain,17.0,True,1.0333333333333334
1.06,1.017,5.71,23.29,4.56,60,1.046,59.0,Specific Gravity,All Grain,14.0,True,1.3043478260869565
1.031,1.006,3.27,19.69,5.77,60,1.026,35.0,Specific Gravity,All Grain,12.0,True,1.16
1.047,1.008,5.21,27.57,4.22,60,1.041,70.0,Specific Gravity,All Grain,12.0,True,1.1666666666666667
1.05,1.011,5.12,28.38,4.35,90,1.041,65.0,Specific Gravity,All Grain,11.11,True,1.2271853986551393
1.053,1.017,4.84,40.43,3.76,63,1.052,35.0,Specific Gravity,extract,14.0,True,0.5714285714285714
1.048,1.007,5.43,57.2,3.48,60,1.033,75.0,Specific Gravity,All Grain,10.0,True,1.4545454545454546
11.0794,2.5081900000000004,4.56,34.75,3.02,90,5.9,70.0,Plato,All Grain,12.5,True,1.9
1.0490000000000002,1.011,4.97,40.55,3.2,60,1.044,70.0,Specific Gravity,All Grain,10.0,True,1.1176379176379179
1.057,1.016,5.39,42.65,3.36,60,1.067,35.0,Specific Gravity,extract,10.0,True,0.8571428571428571
1.05,1.007,5.58,25.11,3.17,60,1.04,70.0,Specific Gravity,BIAB,10.0,True,1.25
1.052,1.009,5.6,18.09,4.46,60,1.046,75.0,Specific Gravity,All Grain,12.0,True,1.14
1.046,1.011,4.64,30.82,3.71,60,1.027,60.0,Specific Gravity,BIAB,8.89,True,1.699947173798204
1.046,1.007,5.09,42.09,2.93,60,1.04,72.0,Specific Gravity,BIAB,12.0,True,1.15
1.047,1.007,5.3,37.64,3.19,90,1.036,70.0,Specific Gravity,All Grain,10.0,True,1.3095238095238095
1.046,1.011,4.48,22.09,2.86,60,1.091,33.0,Specific Gravity,extract,8.0,True,0.5
1.046,1.01,4.66,33.03,3.01,90,1.033,70.0,Specific Gravity,All Grain,11.67,True,1.3635926993275695
1.0490000000000002,1.011,5.01,31.2,2.74,60,1.052,85.0,Specific Gravity,All Grain,11.0,True,0.95
1.045,1.007,5.05,34.84,3.3,60,1.038,70.0,Specific Gravity,All Grain,12.0,True,1.2
1.057,1.013,5.82,38.66,6.27,90,1.039,60.0,Specific Gravity,All Grain,18.89,True,1.4543707973102786
1.053,1.015,4.98,37.31,3.48,60,1.045,75.0,Specific Gravity,All Grain,12.78,True,1.1817963496637849
1.054,1.014,5.13,37.41,3.48,70,1.034,65.0,Specific Gravity,BIAB,19.0,True,1.5714285714285714
1.045,1.007,5.04,40.98,3.27,90,1.035,66.0,Specific Gravity,All Grain,9.0,True,1.3043478260869565
1.05,1.012,5.06,40.32,3.88,90,1.044,85.0,Specific Gravity,All Grain,10.0,True,1.125
1.057,1.016,5.44,27.36,3.97,60,1.105,70.0,Specific Gravity,Partial Mash,20.0,True,0.5454545454545454
1.061,1.025,4.68,0.0,5.28,30,1.116,85.0,Specific Gravity,extract,20.0,True,0.5238095238095238
1.057,1.014,5.68,42.01,3.78,90,1.042,66.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.056,1.013,5.56,24.68,6.34,60,1.043,75.0,Specific Gravity,All Grain,20.0,True,1.3
1.05,1.011,5.02,50.1,4.57,60,1.037,70.0,Specific Gravity,BIAB,15.0,True,1.325
1.06,1.016,5.81,12.31,4.32,60,1.053,75.0,Specific Gravity,All Grain,10.0,True,1.1364073006724305
1.0490000000000002,1.012,4.88,40.05,3.3,60,1.036,65.0,Specific Gravity,BIAB,11.0,True,1.3571428571428572
1.048,1.008,5.24,40.78,4.46,90,1.036,75.0,Specific Gravity,All Grain,10.0,True,1.3571428571428572
1.0590000000000002,1.01,6.49,24.03,10.88,90,1.063,75.0,Specific Gravity,All Grain,13.0,True,0.9363636363636364
11.9987,2.90745,4.86,39.01,3.1,90,9.5,70.0,Plato,All Grain,10.0,True,1.2728146013448607
1.045,1.007,5.04,39.78,3.04,90,1.038,60.0,Specific Gravity,All Grain,10.0,True,1.2
1.05,1.012,4.91,36.23,3.65,70,1.04,70.0,Specific Gravity,All Grain,22.0,True,1.2391304347826086
1.0590000000000002,1.013,6.05,63.84,29.98,60,1.0490000000000002,70.0,Specific Gravity,All Grain,20.0,True,1.1996830427892236
1.052,1.013,5.05,0.0,12.93,60,1.038,60.0,Specific Gravity,All Grain,18.0,True,1.3571428571428572
1.0490000000000002,1.011,4.98,35.4,3.1,60,1.036,71.0,Specific Gravity,All Grain,11.67,True,1.3635926993275695
1.0590000000000002,1.018,5.4,27.42,8.39,60,1.0590000000000002,35.0,Specific Gravity,extract,22.22,True,1.0
1.047,1.008,5.03,34.93,3.89,60,1.038,70.0,Specific Gravity,All Grain,12.0,True,1.2352941176470589
1.046,1.009,4.84,24.37,3.05,90,1.037,80.0,Specific Gravity,All Grain,16.67,True,1.2303941487200325
1.061,1.009,6.72,51.71,4.24,90,1.038,70.0,Specific Gravity,All Grain,12.78,True,1.5995773903856314
1.054,1.011,5.62,39.46,4.29,60,1.038,67.0,Specific Gravity,All Grain,10.0,True,1.4
1.05,1.007,5.57,29.02,5.42,90,1.04,75.0,Specific Gravity,All Grain,9.0,True,1.24
1.117,1.023,12.23,0.0,5.17,60,1.093,75.0,Specific Gravity,extract,22.22,True,1.249669749009247
1.046,1.008,5.02,41.37,2.78,60,1.037,75.0,Specific Gravity,All Grain,16.0,True,1.25
1.046,1.008,4.94,33.32,4.48,90,1.032,75.0,Specific Gravity,All Grain,15.56,True,1.4574735782586814
1.052,1.011,5.36,37.11,3.1,90,1.044,75.0,Specific Gravity,All Grain,10.0,True,1.1817963496637849
1.038,1.009,3.81,32.69,4.63,60,1.031,70.0,Specific Gravity,BIAB,14.0,True,1.2
1.074,1.019,7.2,40.5,19.83,60,1.054,75.0,Specific Gravity,All Grain,21.11,True,1.3635926993275695
1.055,1.013,5.49,9.31,2.73,30,1.036,35.0,Specific Gravity,Partial Mash,21.11,True,0.5456292026897214
1.055,1.014,5.35,38.82,3.65,90,1.0490000000000002,75.0,Specific Gravity,All Grain,12.0,True,1.12
1.05,1.015,4.58,20.23,2.63,60,1.041,92.0,Specific Gravity,All Grain,16.67,True,1.1999154691462384
1.072,1.021,6.74,28.46,8.07,75,1.058,85.0,Specific Gravity,All Grain,18.33,True,1.24447646493756
1.11,1.026,11.13,159.44,40.0,60,1.081,55.0,Specific Gravity,All Grain,19.44,True,1.3635926993275695
1.057,1.015,5.56,23.92,3.31,90,1.042,75.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
11.1984,1.7142099999999998,5.03,54.29,2.7,65,0.0,80.0,Plato,All Grain,15.0,True,1.0583870967741935
1.046,1.01,4.7,26.49,3.27,90,1.038,70.0,Specific Gravity,All Grain,12.0,True,1.2173913043478262
1.048,1.01,5.05,28.27,5.57,60,1.035,70.0,Specific Gravity,All Grain,12.78,True,1.3635926993275695
1.051,1.012,5.11,38.48,4.04,60,1.044,74.0,Specific Gravity,All Grain,12.0,True,1.1538461538461537
1.048,1.009,5.09,36.93,3.08,60,1.04,70.0,Specific Gravity,All Grain,18.33,True,1.1996830427892236
1.043,1.007,4.7,31.69,6.31,60,1.035,70.0,Specific Gravity,All Grain,17.5,True,1.2272727272727273
1.058,1.018,5.22,26.72,10.24,60,1.044,91.0,Specific Gravity,All Grain,12.78,True,1.304088194763436
1.041,1.008,4.28,33.68,6.0,75,1.032,72.5,Specific Gravity,All Grain,20.0,True,1.2682926829268293
1.04,1.006,4.43,30.26,4.12,120,1.025,53.0,Specific Gravity,All Grain,8.5,True,1.6
1.0490000000000002,1.01,5.14,35.59,3.73,60,1.038,77.0,Specific Gravity,BIAB,8.33,True,1.2852830188679245
1.054,1.01,5.74,34.23,3.31,60,1.04,71.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.048,1.009,5.05,27.99,3.08,60,1.12,70.0,Specific Gravity,All Grain,11.11,True,0.39989434759640785
1.053,1.013,5.32,45.04,3.32,90,1.042,70.0,Specific Gravity,BIAB,10.0,True,1.28
1.05,1.012,4.99,37.98,4.37,60,1.036,78.0,Specific Gravity,All Grain,10.0,True,1.3998943475964079
1.051,1.012,5.12,27.0,4.88,90,1.043,84.0,Specific Gravity,All Grain,11.0,True,1.1864406779661016
1.05,1.008,5.59,51.6,3.53,90,1.032,70.0,Specific Gravity,All Grain,8.0,True,1.5526315789473684
1.055,1.011,5.8,43.16,4.04,90,1.047,95.0,Specific Gravity,BIAB,12.0,True,1.16
1.055,1.01,5.87,5.32,4.36,60,1.05,75.0,Specific Gravity,All Grain,14.0,True,1.0869565217391304
1.054,1.015,5.17,39.19,3.39,90,1.046,82.0,Specific Gravity,All Grain,10.0,True,1.1739030553641168
1.051,1.01,5.38,39.75,4.52,60,1.038,70.0,Specific Gravity,BIAB,12.0,True,1.325
1.055,1.014,5.36,42.98,3.55,60,1.042,70.0,Specific Gravity,All Grain,10.0,True,1.3001321003963011
1.052,1.008,5.71,27.37,11.25,90,1.048,66.0,Specific Gravity,All Grain,13.0,True,1.0909090909090908
1.054,1.009,5.87,40.03,14.83,60,1.041,70.0,Specific Gravity,All Grain,18.0,True,1.3181818181818181
1.052,1.012,5.21,36.99,4.35,60,1.04,60.0,Specific Gravity,All Grain,10.0,True,1.300052826201796
1.048,1.008,5.27,35.24,3.96,90,1.04,75.0,Specific Gravity,All Grain,12.0,True,1.2173913043478262
1.046,1.008,4.98,33.91,3.67,60,1.037,75.0,Specific Gravity,BIAB,18.0,True,1.25
1.048,1.008,5.26,35.31,3.2,60,1.04,75.0,Specific Gravity,All Grain,12.0,True,1.2
1.051,1.013,5.01,40.68,3.41,90,1.042,68.0,Specific Gravity,All Grain,7.22,True,1.1996830427892236
1.063,1.015,6.23,31.69,4.48,60,1.0490000000000002,75.0,Specific Gravity,BIAB,12.0,True,1.2727272727272727
1.036,1.005,4.07,28.17,4.62,60,1.036,35.0,Specific Gravity,All Grain,10.0,True,1.0
1.074,1.013,7.99,9.31,10.29,60,1.135,75.0,Specific Gravity,Partial Mash,12.78,True,0.5456292026897214
1.065,1.02,5.81,0.0,4.45,60,1.05,75.0,Specific Gravity,BIAB,18.0,True,1.2857142857142858
1.0490000000000002,1.006,5.63,23.34,3.23,60,1.036,75.0,Specific Gravity,BIAB,17.78,True,1.3635926993275695
1.054,1.009,5.92,41.74,3.68,60,1.044,64.0,Specific Gravity,All Grain,10.0,True,1.2391304347826086
1.051,1.014,4.83,5.18,4.31,90,1.043,70.0,Specific Gravity,All Grain,7.0,True,1.1875
1.048,1.008,5.31,40.42,3.05,60,1.041,85.0,Specific Gravity,All Grain,11.67,True,1.1668868339938352
1.053,1.009,5.67,43.02,3.29,60,1.039,79.0,Specific Gravity,All Grain,10.0,True,1.3333333333333333
1.07,1.017,7.0,34.36,3.27,90,1.0590000000000002,80.0,Specific Gravity,All Grain,11.11,True,1.1817963496637849
1.074,1.017,7.38,36.43,44.31,90,1.0659999999999998,70.0,Specific Gravity,All Grain,20.0,True,1.1111111111111112
1.055,1.011,5.77,43.1,4.16,90,1.035,60.0,Specific Gravity,All Grain,12.0,True,1.5789473684210527
1.0659999999999998,1.013,7.03,20.85,5.75,90,1.06,75.0,Specific Gravity,All Grain,18.0,True,1.1
1.055,1.008,6.15,31.62,5.66,60,1.046,70.0,Specific Gravity,All Grain,12.0,True,1.2
1.057,1.021,4.73,38.63,3.92,60,1.048,70.0,Specific Gravity,All Grain,12.0,True,1.1875
1.046,1.004,5.44,13.89,5.09,60,1.039,58.0,Specific Gravity,All Grain,20.0,True,1.1674008810572687
1.071,1.016,7.11,32.08,3.8,60,1.06,75.0,Specific Gravity,All Grain,13.33,True,1.1668868339938352
1.056,1.014,5.56,35.53,3.41,70,1.045,75.0,Specific Gravity,All Grain,11.0,True,1.2608695652173914
1.044,1.007,4.82,25.01,3.69,60,1.037,70.0,Specific Gravity,All Grain,10.0,True,1.1851851851851851
1.058,1.01,6.21,39.34,7.07,60,1.0490000000000002,65.0,Specific Gravity,All Grain,11.8,True,1.1785714285714286
1.052,1.011,5.32,27.89,3.59,90,1.036,71.0,Specific Gravity,All Grain,10.0,True,1.4169969176574195
12.0214,2.83343,4.91,0.0,3.1,60,10.6,70.0,Plato,All Grain,10.0,True,1.1428571428571428
1.098,1.024,9.63,115.19,22.74,90,1.0490000000000002,35.0,Specific Gravity,All Grain,21.11,True,1.9973614775725594
1.055,1.008,6.2,36.93,4.22,80,1.047,75.0,Specific Gravity,All Grain,13.0,True,1.1851851851851851
1.05,1.009,5.45,43.1,3.25,60,1.044,75.0,Specific Gravity,All Grain,8.89,True,1.1364073006724305
1.05,1.01,5.21,19.68,3.16,60,1.036,70.0,Specific Gravity,BIAB,12.78,True,1.3635926993275695
1.051,1.012,5.1,60.99,3.57,90,1.043,60.0,Specific Gravity,BIAB,15.0,True,1.1666666666666667
1.058,1.013,5.94,50.19,5.19,60,1.047,70.0,Specific Gravity,All Grain,8.89,True,1.2505081300813008
1.0759999999999998,1.015,7.96,62.03,7.95,60,1.057,70.0,Specific Gravity,BIAB,9.0,True,1.3333333333333333
1.0590000000000002,1.015,5.77,42.09,4.38,60,1.039,72.0,Specific Gravity,All Grain,18.0,True,1.5
1.051,1.01,5.3,34.0,5.53,60,1.044,70.0,Specific Gravity,All Grain,15.0,True,1.1428571428571428
1.051,1.011,5.21,30.0,3.84,75,1.0490000000000002,78.0,Specific Gravity,All Grain,13.89,True,1.0434852522282458
1.048,1.008,5.27,35.05,3.22,60,1.038,70.0,Specific Gravity,All Grain,20.0,True,1.2533333333333334
1.035,1.006,3.83,10.25,3.28,75,1.022,50.0,Specific Gravity,All Grain,21.0,True,1.5833333333333333
1.056,1.01,6.1,42.66,3.35,60,1.084,75.0,Specific Gravity,extract,12.78,True,0.6666666666666666
1.058,1.017,5.28,25.32,44.57,60,1.05,70.0,Specific Gravity,All Grain,18.33,True,1.1500660501981506
1.05,1.007,5.61,26.86,4.38,60,1.04,70.0,Specific Gravity,All Grain,13.0,True,1.25
1.048,1.01,5.01,36.71,5.51,90,1.035,65.0,Specific Gravity,BIAB,10.0,True,1.3571428571428572
1.048,1.008,5.35,45.59,4.1,60,1.036,70.0,Specific Gravity,BIAB,11.0,True,1.325
1.055,1.013,5.4,39.22,4.55,90,1.044,70.0,Specific Gravity,BIAB,12.0,True,1.24
1.047,1.009,5.0,14.59,3.13,90,1.034,70.0,Specific Gravity,All Grain,10.0,True,1.3998943475964079
1.0490000000000002,1.016,4.23,6.15,12.73,30,1.041,70.0,Specific Gravity,BIAB,19.0,True,1.1875
1.048,1.01,4.97,27.96,3.05,75,1.036,65.0,Specific Gravity,All Grain,15.0,True,1.3333333333333333
1.045,1.007,5.0,35.28,3.82,60,1.033,65.0,Specific Gravity,All Grain,10.0,True,1.3333333333333333
1.062,1.017,5.84,27.12,3.5,90,1.062,75.0,Specific Gravity,All Grain,12.0,True,1.0
1.052,1.011,5.42,22.45,5.19,60,1.0490000000000002,70.0,Specific Gravity,All Grain,11.0,True,1.0625
1.052,1.013,5.08,46.49,4.52,60,1.038,60.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.1,1.03,9.2,20.52,8.17,60,1.088,70.0,Specific Gravity,All Grain,20.0,True,1.1428571428571428
1.046,1.007,5.17,47.65,2.78,60,1.0590000000000002,80.0,Specific Gravity,BIAB,10.0,True,0.7810770005032712
1.057,1.014,5.77,40.62,3.49,60,1.041,70.0,Specific Gravity,All Grain,10.0,True,1.3998943475964079
1.048,1.01,4.94,34.06,2.98,60,1.038,75.0,Specific Gravity,BIAB,11.11,True,1.2713207547169811
1.081,1.021,7.98,68.18,19.39,90,1.0490000000000002,64.0,Specific Gravity,All Grain,20.0,True,1.659799260433175
1.0590000000000002,1.013,6.15,42.83,4.71,60,1.035,55.0,Specific Gravity,All Grain,11.0,True,1.1333333333333333
1.05,1.013,4.94,39.14,3.1,60,1.044,75.0,Specific Gravity,All Grain,12.78,True,1.158981748318924
1.052,1.01,5.49,59.1,9.24,60,1.062,25.0,Specific Gravity,extract,19.0,True,0.8333333333333334
1.054,1.009,5.84,20.5,3.7,60,1.039,60.0,Specific Gravity,All Grain,18.0,True,1.3636363636363635
1.043,1.011,4.21,16.33,4.27,45,1.031,35.0,Specific Gravity,All Grain,23.89,True,1.3635926993275695
1.054,1.008,6.02,52.65,3.64,60,1.0490000000000002,72.0,Specific Gravity,All Grain,16.0,True,1.0909090909090908
1.053,1.018,4.66,30.89,6.12,60,1.039,70.0,Specific Gravity,All Grain,20.0,True,1.3653846153846152
1.06,1.009,6.66,28.63,5.85,90,1.045,50.0,Specific Gravity,All Grain,12.0,True,1.3333333333333333
1.05,1.01,5.2,49.13,2.94,60,1.039,75.0,Specific Gravity,All Grain,18.33,True,1.2728146013448607
1.058,1.01,6.33,30.66,4.12,60,1.039,70.0,Specific Gravity,BIAB,22.0,True,1.5
1.051,1.013,5.05,39.7,3.75,60,1.039,72.0,Specific Gravity,BIAB,12.0,True,1.3
1.048,1.014,4.39,49.74,3.23,60,1.033,75.0,Specific Gravity,BIAB,17.22,True,1.4287871162556618
1.055,1.015,5.3,25.69,3.1,90,1.043,80.0,Specific Gravity,All Grain,10.0,True,1.2728146013448607
1.053,1.011,5.52,47.51,3.16,90,1.041,75.0,Specific Gravity,All Grain,10.0,True,1.28
1.051,1.016,4.59,36.01,3.2,60,1.035,70.0,Specific Gravity,BIAB,18.33,True,1.4287871162556618
1.04,1.006,4.49,78.69,5.14,60,1.029,69.0,Specific Gravity,All Grain,12.0,True,1.3571428571428572
1.0490000000000002,1.01,5.07,15.6,4.05,60,1.038,70.0,Specific Gravity,All Grain,15.0,True,1.2727272727272727
1.054,1.012,5.54,39.73,3.4,90,1.048,70.0,Specific Gravity,All Grain,14.0,True,1.1304347826086956
1.053,1.012,5.37,29.36,3.36,90,1.046,70.0,Specific Gravity,All Grain,10.0,True,1.1597633136094676
12.6837,3.2738400000000003,5.04,27.29,3.75,60,12.7,70.0,Plato,All Grain,12.0,True,1.0
1.057,1.015,5.45,41.76,3.53,60,1.041,70.0,Specific Gravity,All Grain,11.11,True,1.3635926993275695
11.5234,2.68766,4.71,50.48,7.04,60,9.7,75.0,Plato,All Grain,20.0,True,1.1904761904761905
1.044,1.008,4.66,35.51,3.98,30,1.034,35.0,Specific Gravity,extract,19.0,True,1.3
1.1,1.018,10.77,106.89,7.38,70,1.081,70.0,Specific Gravity,All Grain,22.0,True,1.2
1.05,1.011,5.09,33.92,3.07,60,1.038,100.0,Specific Gravity,extract,10.0,True,1.3333333333333333
